,0,1,2,3,4,5
154,2019-04-01 00:01:08.179,1.57754,1.5778400000000001,0.0,0.0,130
155,2019-04-01 00:01:08.685,1.5775299999999999,1.5778400000000001,0.0,0.0,130
156,2019-04-01 00:01:09.793,1.5775299999999999,1.57785,0.0,0.0,4
157,2019-04-01 00:01:09.852,1.57754,1.57786,0.0,0.0,134
158,2019-04-01 00:01:10.189,1.57755,1.57788,0.0,0.0,134
159,2019-04-01 00:01:10.834,1.57754,1.57786,0.0,0.0,134
160,2019-04-01 00:01:10.887,1.57754,1.5777700000000001,0.0,0.0,4
161,2019-04-01 00:01:10.942,1.57744,1.57772,0.0,0.0,134
162,2019-04-01 00:01:10.993,1.57741,1.57771,0.0,0.0,134
163,2019-04-01 00:01:11.072,1.57738,1.57771,0.0,0.0,130
164,2019-04-01 00:01:11.111,1.5774599999999999,1.57772,0.0,0.0,134
165,2019-04-01 00:01:11.165,1.57744,1.57774,0.0,0.0,134
166,2019-04-01 00:01:11.223,1.57743,1.57774,0.0,0.0,130
167,2019-04-01 00:01:11.287,1.57743,1.5777,0.0,0.0,4
168,2019-04-01 00:01:11.338,1.57741,1.5777299999999999,0.0,0.0,134
169,2019-04-01 00:01:11.405,1.57741,1.57774,0.0,0.0,4
170,2019-04-01 00:01:11.480,1.57742,1.57772,0.0,0.0,134
171,2019-04-01 00:01:11.565,1.57744,1.57772,0.0,0.0,130
172,2019-04-01 00:01:11.631,1.5774599999999999,1.57776,0.0,0.0,134
173,2019-04-01 00:01:11.685,1.57747,1.57776,0.0,0.0,130
174,2019-04-01 00:01:11.744,1.57747,1.5777700000000001,0.0,0.0,4
175,2019-04-01 00:01:11.981,1.57747,1.57776,0.0,0.0,4
176,2019-04-01 00:01:12.046,1.57745,1.57772,0.0,0.0,134
177,2019-04-01 00:01:12.153,1.57743,1.5777,0.0,0.0,134
178,2019-04-01 00:01:12.425,1.57745,1.5777299999999999,0.0,0.0,134
179,2019-04-01 00:01:12.491,1.57745,1.57776,0.0,0.0,4
180,2019-04-01 00:01:15.282,1.57747,1.57778,0.0,0.0,134
181,2019-04-01 00:01:15.348,1.57748,1.5777999999999999,0.0,0.0,134
182,2019-04-01 00:01:16.741,1.57749,1.5777999999999999,0.0,0.0,130
183,2019-04-01 00:01:18.954,1.57748,1.5777999999999999,0.0,0.0,130
184,2019-04-01 00:01:20.956,1.5775000000000001,1.5777999999999999,0.0,0.0,130
185,2019-04-01 00:01:20.995,1.57752,1.57781,0.0,0.0,134
186,2019-04-01 00:01:21.049,1.57752,1.57783,0.0,0.0,4
187,2019-04-01 00:01:21.108,1.5775000000000001,1.57778,0.0,0.0,134
188,2019-04-01 00:01:21.213,1.57747,1.57775,0.0,0.0,134
189,2019-04-01 00:01:21.299,1.57747,1.5777700000000001,0.0,0.0,4
190,2019-04-01 00:01:21.364,1.57747,1.57774,0.0,0.0,4
191,2019-04-01 00:01:21.424,1.57747,1.57776,0.0,0.0,4
192,2019-04-01 00:01:21.945,1.5774599999999999,1.5777700000000001,0.0,0.0,134
193,2019-04-01 00:01:23.512,1.57747,1.5777700000000001,0.0,0.0,130
194,2019-04-01 00:01:23.804,1.57747,1.57778,0.0,0.0,4
195,2019-04-01 00:01:23.954,1.57748,1.57779,0.0,0.0,134
196,2019-04-01 00:01:24.190,1.57747,1.57778,0.0,0.0,134
197,2019-04-01 00:01:24.820,1.57747,1.5777700000000001,0.0,0.0,4
198,2019-04-01 00:01:24.894,1.5774599999999999,1.5777700000000001,0.0,0.0,130
199,2019-04-01 00:01:24.947,1.57747,1.5777700000000001,0.0,0.0,130
200,2019-04-01 00:01:26.114,1.57747,1.57774,0.0,0.0,4
201,2019-04-01 00:01:26.165,1.57744,1.57774,0.0,0.0,130
202,2019-04-01 00:01:26.316,1.57744,1.57775,0.0,0.0,4
203,2019-04-01 00:01:26.389,1.57744,1.57774,0.0,0.0,4
204,2019-04-01 00:01:26.441,1.57743,1.57774,0.0,0.0,130
205,2019-04-01 00:01:26.811,1.57741,1.57774,0.0,0.0,130
206,2019-04-01 00:01:27.109,1.57741,1.57771,0.0,0.0,4
207,2019-04-01 00:01:27.208,1.5774,1.57769,0.0,0.0,134
208,2019-04-01 00:01:27.326,1.57738,1.57769,0.0,0.0,130
209,2019-04-01 00:01:27.695,1.5773700000000002,1.57769,0.0,0.0,130
210,2019-04-01 00:01:27.752,1.5773700000000002,1.57768,0.0,0.0,4
211,2019-04-01 00:01:27.811,1.57735,1.57768,0.0,0.0,130
212,2019-04-01 00:01:27.876,1.57736,1.5776599999999998,0.0,0.0,134
213,2019-04-01 00:01:30.122,1.57736,1.57765,0.0,0.0,4
214,2019-04-01 00:01:30.916,1.57735,1.57765,0.0,0.0,130
215,2019-04-01 00:01:30.968,1.57733,1.5776400000000002,0.0,0.0,134
216,2019-04-01 00:01:31.026,1.57733,1.57762,0.0,0.0,4
217,2019-04-01 00:01:31.096,1.57732,1.57762,0.0,0.0,130
218,2019-04-01 00:01:31.580,1.57732,1.57763,0.0,0.0,4
219,2019-04-01 00:01:31.688,1.57731,1.57763,0.0,0.0,130
220,2019-04-01 00:01:34.481,1.57733,1.57762,0.0,0.0,134
221,2019-04-01 00:01:34.568,1.57734,1.57765,0.0,0.0,134
222,2019-04-01 00:01:34.624,1.57733,1.5776400000000002,0.0,0.0,134
223,2019-04-01 00:01:34.699,1.57733,1.57762,0.0,0.0,4
224,2019-04-01 00:01:34.765,1.57732,1.57762,0.0,0.0,130
225,2019-04-01 00:01:34.837,1.57731,1.57761,0.0,0.0,134
226,2019-04-01 00:01:34.896,1.57729,1.57761,0.0,0.0,130
227,2019-04-01 00:01:35.516,1.5773000000000001,1.57761,0.0,0.0,130
228,2019-04-01 00:01:36.201,1.57729,1.57761,0.0,0.0,130
229,2019-04-01 00:01:36.278,1.57729,1.5776,0.0,0.0,4
230,2019-04-01 00:01:36.383,1.57729,1.57759,0.0,0.0,4
231,2019-04-01 00:01:36.475,1.57728,1.57759,0.0,0.0,130
232,2019-04-01 00:01:37.032,1.57728,1.5776,0.0,0.0,4
233,2019-04-01 00:01:37.189,1.57728,1.57758,0.0,0.0,4
234,2019-04-01 00:01:37.283,1.57727,1.57758,0.0,0.0,130
235,2019-04-01 00:01:37.379,1.57727,1.5775700000000001,0.0,0.0,4
236,2019-04-01 00:01:37.458,1.5772599999999999,1.57758,0.0,0.0,134
237,2019-04-01 00:01:37.774,1.57727,1.5775700000000001,0.0,0.0,134
238,2019-04-01 00:01:37.820,1.57725,1.57756,0.0,0.0,134
239,2019-04-01 00:01:37.892,1.57725,1.5775700000000001,0.0,0.0,4
240,2019-04-01 00:01:38.076,1.57725,1.57756,0.0,0.0,4
241,2019-04-01 00:01:38.161,1.57724,1.57755,0.0,0.0,134
242,2019-04-01 00:01:38.280,1.5772599999999999,1.57755,0.0,0.0,130
243,2019-04-01 00:01:38.354,1.5772599999999999,1.5775700000000001,0.0,0.0,4
244,2019-04-01 00:01:38.414,1.57728,1.5775700000000001,0.0,0.0,130
245,2019-04-01 00:01:38.465,1.57728,1.57758,0.0,0.0,4
246,2019-04-01 00:01:38.518,1.57727,1.5775700000000001,0.0,0.0,134
247,2019-04-01 00:01:38.617,1.57727,1.57758,0.0,0.0,4
248,2019-04-01 00:01:38.961,1.57729,1.57758,0.0,0.0,130
249,2019-04-01 00:01:42.320,1.57728,1.57758,0.0,0.0,130
250,2019-04-01 00:01:42.786,1.57727,1.57758,0.0,0.0,130
251,2019-04-01 00:01:42.851,1.57727,1.5775700000000001,0.0,0.0,4
252,2019-04-01 00:01:42.945,1.57728,1.57754,0.0,0.0,134
253,2019-04-01 00:01:43.043,1.57728,1.5775700000000001,0.0,0.0,4
254,2019-04-01 00:01:43.107,1.5772599999999999,1.5775700000000001,0.0,0.0,130
255,2019-04-01 00:01:43.161,1.57727,1.57759,0.0,0.0,134
256,2019-04-01 00:01:43.226,1.5773000000000001,1.5776,0.0,0.0,134
257,2019-04-01 00:01:43.276,1.57731,1.5776,0.0,0.0,130
258,2019-04-01 00:01:43.613,1.57733,1.57763,0.0,0.0,134
259,2019-04-01 00:01:43.706,1.57731,1.57762,0.0,0.0,134
260,2019-04-01 00:01:44.645,1.5773000000000001,1.57762,0.0,0.0,130
261,2019-04-01 00:01:44.974,1.5773000000000001,1.5776,0.0,0.0,4
262,2019-04-01 00:01:46.170,1.57731,1.5776,0.0,0.0,130
263,2019-04-01 00:01:46.237,1.57732,1.57763,0.0,0.0,134
264,2019-04-01 00:01:46.311,1.57732,1.5776,0.0,0.0,4
265,2019-04-01 00:01:46.555,1.57732,1.57763,0.0,0.0,4
266,2019-04-01 00:01:47.006,1.57733,1.57761,0.0,0.0,134
267,2019-04-01 00:01:47.511,1.57733,1.5776,0.0,0.0,4
268,2019-04-01 00:01:48.942,1.57733,1.57762,0.0,0.0,4
269,2019-04-01 00:01:49.380,1.57733,1.5776,0.0,0.0,4
270,2019-04-01 00:01:51.136,1.57733,1.57763,0.0,0.0,4
271,2019-04-01 00:01:51.211,1.57734,1.57763,0.0,0.0,130
272,2019-04-01 00:01:51.326,1.57733,1.57763,0.0,0.0,130
273,2019-04-01 00:01:51.372,1.57732,1.5776,0.0,0.0,134
274,2019-04-01 00:01:51.490,1.57731,1.5776,0.0,0.0,130
275,2019-04-01 00:01:51.823,1.57731,1.57761,0.0,0.0,4
276,2019-04-01 00:01:52.262,1.57731,1.57759,0.0,0.0,4
277,2019-04-01 00:01:55.733,1.5773000000000001,1.57759,0.0,0.0,130
278,2019-04-01 00:01:55.818,1.57729,1.57755,0.0,0.0,134
279,2019-04-01 00:01:55.882,1.57731,1.5776,0.0,0.0,134
280,2019-04-01 00:01:55.937,1.57732,1.5776,0.0,0.0,130
281,2019-04-01 00:01:56.011,1.57742,1.5777,0.0,0.0,134
282,2019-04-01 00:01:56.085,1.57741,1.57772,0.0,0.0,134
283,2019-04-01 00:01:56.370,1.57741,1.57771,0.0,0.0,4
284,2019-04-01 00:01:57.226,1.5774,1.57769,0.0,0.0,134
285,2019-04-01 00:01:58.224,1.5774,1.57771,0.0,0.0,4
286,2019-04-01 00:02:00.618,1.57741,1.57771,0.0,0.0,130
287,2019-04-01 00:02:01.092,1.57741,1.5777,0.0,0.0,4
288,2019-04-01 00:02:01.308,1.57745,1.57775,0.0,0.0,134
289,2019-04-01 00:02:01.409,1.57747,1.57776,0.0,0.0,134
290,2019-04-01 00:02:01.523,1.57747,1.57774,0.0,0.0,4
291,2019-04-01 00:02:01.653,1.57747,1.57776,0.0,0.0,4
292,2019-04-01 00:02:02.263,1.57749,1.57776,0.0,0.0,130
293,2019-04-01 00:02:03.038,1.57747,1.57776,0.0,0.0,130
294,2019-04-01 00:02:03.382,1.57751,1.57778,0.0,0.0,134
295,2019-04-01 00:02:03.611,1.57752,1.5777999999999999,0.0,0.0,134
296,2019-04-01 00:02:04.116,1.57752,1.57781,0.0,0.0,4
297,2019-04-01 00:02:04.168,1.57752,1.57782,0.0,0.0,4
298,2019-04-01 00:02:04.529,1.57752,1.57781,0.0,0.0,4
